Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Land Use (ha)
Burundi,1994,5586415,1360,0.000243448,0.24344772,0.68,2000
Burundi,1995,5932789,600,0.000101133,0.10113287,0.85109997,705
Burundi,1996,5930512,600,0.000101172,0.1011717,0.85109997,705
Burundi,1997,5923863,475,8.01842E-05,0.08018417,0.7308,650
Burundi,1998,6035347,200,3.31381E-05,0.033138112,0.6667,300
Burundi,1999,6180189,367,5.93833E-05,0.059383296,1,367
Burundi,2000,6307665,762,0.000120805,0.1208054,1.0809,705
Burundi,2001,6465731,893,0.000138113,0.13811277,1.2666999,705
Burundi,2002,6648951,641,9.64062E-05,0.096406184,0.66359997,966
Burundi,2003,6860854,683,9.95503E-05,0.09955029,0.70409995,970
Burundi,2004,7120502,900,0.000126396,0.12639558,0.7826,1150
Burundi,2005,7388869,1100,0.000148873,0.14887258,0.78569996,1400
Burundi,2006,7658194,770,0.000100546,0.1005459,0.5133,1500
Burundi,2007,7944613,800,0.000100697,0.100697165,0.5333,1500
Burundi,2008,8278112,1028,0.000124183,0.1241829,0.6853,1500
Burundi,2009,8709371,1209,0.000138816,0.138816,0.7556,1600
Burundi,2010,9126612,1300,0.000142441,0.1424406,0.7151,1818
Burundi,2011,9455737,1350,0.00014277,0.14277047,0.79829997,1691
Burundi,2012,9795479,1400,0.000142923,0.14292308,0.7887,1775
Burundi,2013,10149583,1380,0.000135966,0.13596618,0.74759996,1846
Burundi,2014,10494920,1290,0.000122917,0.12291661,0.7155,1803
Burundi,2015,10727153,1287,0.000119976,0.11997591,1.077,1195
Burundi,2016,10903329,1319,0.000120972,0.120972225,0.8167,1615
Burundi,2017,11155592,1299,0.000116444,0.11644384,0.8452,1537
Burundi,2018,11493476,1302,0.000113282,0.113281654,0.8986,1449
Burundi,2019,11874838,1307,0.000110065,0.11006466,0.852,1534
Burundi,2020,12220229,1302,0.000106545,0.10654465,0.86399996,1507
Cambodia,1961,5664665,5661,0.000999353,0.999353,0.6507,8700
Cambodia,1962,5788856,6500,0.001122847,1.1228471,0.6771,9600
Cambodia,1963,5913682,6900,0.001166786,1.1667857,0.575,12000
Cambodia,1964,6040854,10500,0.001738165,1.7381648,0.59999996,17500
Cambodia,1965,6170727,10500,0.001701582,1.7015823,0.6034,17400
Cambodia,1966,6299236,10100,0.001603369,1.603369,0.5805,17400
Cambodia,1967,6426456,11800,0.00183616,1.8361597,0.5463,21600
Cambodia,1968,6553111,13700,0.00209061,2.09061,0.6343,21600
Cambodia,1969,6679712,16300,0.002440225,2.4402249,0.6494,25100
Cambodia,1970,6708523,9700,0.001445922,1.4459218,0.65099996,14900
Cambodia,1971,6696324,8900,0.001329087,1.3290874,0.63119996,14100
Cambodia,1972,6766292,8900,0.001315344,1.3153438,0.63119996,14100
Cambodia,1973,6852365,5100,0.000744269,0.7442686,0.68,7500
Cambodia,1974,6913410,7300,0.001055919,1.0559189,0.6083,12000
Cambodia,1975,6727925,7300,0.00108503,1.0850299,0.6083,12000
Cambodia,1976,6307123,7300,0.001157422,1.1574215,0.6083,12000
Cambodia,1977,6040198,7300,0.00120857,1.2085696,0.6083,12000
Cambodia,1978,5961192,6000,0.00100651,1.0065101,0.5714,10500
Cambodia,1979,6051810,4200,0.000694007,0.69400726,0.525,8000
Cambodia,1980,6198963,4500,0.000725928,0.7259279,0.5294,8500
Cambodia,1981,6364474,4500,0.00070705,0.7070498,0.49449998,9100
Cambodia,1982,6619704,4500,0.000679789,0.6797887,0.48909998,9200
Cambodia,1983,6881965,5000,0.000726537,0.7265367,0.5556,9000
Cambodia,1984,7133905,5000,0.000700878,0.7008784,0.41669998,12000
Cambodia,1985,7376090,5600,0.00075921,0.7592098,0.4956,11300
Cambodia,1986,7661320,6100,0.000796207,0.79620746,0.5304,11500
Cambodia,1987,7975606,6600,0.000827523,0.8275233,0.5323,12400
Cambodia,1988,8269784,5800,0.000701348,0.7013484,0.5043,11500
Cambodia,1989,8570931,5900,0.000688373,0.6883733,0.513,11500
Cambodia,1990,8910806,7800,0.000875342,0.8753417,0.5,15600
Cambodia,1991,9259362,8800,0.00095039,0.9503895,0.5057,17400
Cambodia,1992,9718217,8900,0.000915806,0.91580587,0.5086,17500
Cambodia,1993,10243554,4980,0.000486159,0.4861594,0.29639998,16800
Cambodia,1994,10636353,12000,0.001128206,1.1282063,0.85709995,14000
Cambodia,1995,10919528,11079,0.001014604,1.0146043,0.82799995,13380
Cambodia,1996,11182613,9620,0.000860264,0.86026406,0.8118,11850
Cambodia,1997,11431578,10493,0.000917896,0.91789605,0.7022,14944
Cambodia,1998,11669087,10144,0.000869305,0.8693054,0.73719996,13761
Cambodia,1999,11899010,6358,0.00053433,0.53433015,0.7668,8292
Cambodia,2000,12118844,7665,0.000632486,0.6324861,0.7927,9669
Cambodia,2001,12338198,4662,0.000377851,0.37785096,0.5459,8540
Cambodia,2002,12561783,4692,0.000373514,0.37351385,0.55009997,8530
Cambodia,2003,12787714,7601,0.000594399,0.59439865,1.1865,6406
Cambodia,2004,13016377,2479,0.000190452,0.19045238,1.4513999,1708
Cambodia,2005,13246588,14143,0.001067671,1.0676711,1.7296,8177
Cambodia,2006,13477781,14231,0.001055886,1.055886,1.6230999,8768
Cambodia,2007,13714798,13644,0.000994838,0.9948378,1.8749,7277
Cambodia,2008,13943897,17404,0.001248145,1.2481447,1.8422999,9447
Cambodia,2009,14155742,13486,0.000952688,0.9526876,1.4549999,9269
Cambodia,2010,14363534,14625,0.001018203,1.0182034,1.4534999,10062
Cambodia,2011,14573894,13846,0.000950055,0.95005496,1.6157999,8569
Cambodia,2012,14786650,13846,0.000936385,0.9363852,1.7447,7936
Cambodia,2013,14999691,14436,0.00096242,0.96241984,1.7595999,8204
Cambodia,2014,15210817,14090,0.000926315,0.9263145,1.8010999,7823
Cambodia,2015,15417527,14055,0.000911625,0.9116248,1.8507999,7594
Cambodia,2016,15624586,14539,0.000930521,0.93052065,1.8837999,7718
Cambodia,2017,15830694,14228,0.00089876,0.89876034,1.7809,7989
Cambodia,2018,16025242,14274,0.00089072,0.89071976,1.8377999,7767
Cambodia,2019,16207746,14347,0.000885194,0.88519405,1.8334999,7825
Cambodia,2020,16396864,14283,0.000871081,0.8710812,1.8172,7860
Cameroon,1961,5200364,2584,0.000496888,0.4968883,0.6385,4047
Cameroon,1962,5303847,2764,0.000521131,0.52113115,0.68299997,4047
Cameroon,1963,5427516,2978,0.000548686,0.5486856,0.5661,5261
Cameroon,1964,5556211,2160,0.000388754,0.38875412,0.53999996,4000
Cameroon,1965,5690089,2082,0.000365899,0.36589938,0.5385,3866
Cameroon,1966,5829584,3764,0.000645672,0.64567215,0.66429996,5666
Cameroon,1967,5975093,3798,0.000635639,0.63563866,0.87509996,4340
Cameroon,1968,6127201,4858,0.000792858,0.79285796,1.0203999,4761
Cameroon,1969,6286226,3527,0.000561068,0.56106795,0.58779997,6000
Cameroon,1970,6452787,4344,0.000673198,0.6731975,0.6206,7000
Cameroon,1971,6627357,4216,0.000636151,0.63615106,0.6403,6584
Cameroon,1972,6809472,3541,0.000520011,0.52001094,0.55759996,6350
Cameroon,1973,6998691,3300,0.000471517,0.47151675,0.5366,6150
Cameroon,1974,7194702,3094,0.000430039,0.43003866,0.5633,5493
Cameroon,1975,7397421,2980,0.000402843,0.40284308,0.6987,4265
Cameroon,1976,7598028,3082,0.000405632,0.40563155,0.7096,4343
Cameroon,1977,7796826,2809,0.000360275,0.3602748,0.6616,4246
Cameroon,1978,8013278,3297,0.000411442,0.4114421,0.69369996,4753
Cameroon,1979,8243382,1962,0.000238009,0.2380091,0.48499998,4045
Cameroon,1980,8519894,1918,0.00022512,0.22512017,0.43219998,4438
Cameroon,1981,8829055,2068,0.000234227,0.23422665,1.1301,1830
Cameroon,1982,9046988,1783,0.000197082,0.19708216,0.6555,2720
Cameroon,1983,9240673,1814,0.000196306,0.19630605,0.7428,2442
Cameroon,1984,9508581,2200,0.00023137,0.23136997,0.54499996,4037
Cameroon,1985,9804266,1627,0.000165948,0.16594816,1.1884999,1369
Cameroon,1986,10112711,3271,0.000323454,0.32345433,1.5673,2087
Cameroon,1987,10433912,1674,0.000160438,0.16043839,1.2175,1375
Cameroon,1988,10759581,2000,0.000185881,0.18588084,1,2000
Cameroon,1989,11089225,844,7.61099E-05,0.076109915,0.5999,1407
Cameroon,1990,11430519,155,1.35602E-05,0.01356019,0.7381,210
Cameroon,1991,11777721,1493,0.000126765,0.12676476,0.6001,2488
Cameroon,1992,12128609,2000,0.000164899,0.16489938,1,2000
Cameroon,1993,12486776,2014,0.000161291,0.16129063,0.935,2154
Cameroon,1994,12848863,2500,0.00019457,0.19456974,1,2500
Cameroon,1995,13211643,3000,0.000227072,0.22707244,1,3000
Cameroon,1996,13575327,2000,0.000147326,0.1473261,1,2000
Cameroon,1997,13941183,1700,0.000121941,0.12194087,1,1700
Cameroon,1998,14314604,2000,0.000139717,0.13971745,1,2000
Cameroon,1999,14698975,4700,0.00031975,0.3197502,1.3823999,3400
Cameroon,2000,15091598,4700,0.000311432,0.31143156,1.3823999,3400
Cameroon,2001,15493256,4225,0.000272699,0.27269928,1.2893,3277
Cameroon,2002,15914029,4465,0.00028057,0.28057006,1.3036,3425
Cameroon,2003,16354324,4500,0.000275157,0.27515658,1.3192999,3411
Cameroon,2004,16809406,4465,0.000265625,0.2656251,1.3132,3400
Cameroon,2005,17275174,4500,0.000260489,0.2604894,1.3661,3294
Cameroon,2006,17751338,4811,0.000271022,0.27102183,1.4092,3414
Cameroon,2007,18251868,5238,0.000286984,0.28698432,1.3887,3772
Cameroon,2008,18777082,5169,0.000275282,0.2752824,1.41,3666
Cameroon,2009,19319276,5343,0.000276563,0.27656317,1.4317,3732
Cameroon,2010,19878044,5516,0.000277492,0.2774921,1.4531,3796
Cameroon,2011,20448880,5690,0.000278255,0.27825485,1.4745,3859
Cameroon,2012,21032684,5864,0.000278804,0.27880416,1.4958999,3920
Cameroon,2013,21632852,6037,0.000279066,0.2790663,1.5172,3979
Cameroon,2014,22299590,6223,0.000279063,0.27906342,1.543,4033
Cameroon,2015,23012650,6531,0.0002838,0.28380044,1.5805999,4132
Cameroon,2016,23711626,6264,0.000264174,0.26417422,1.484,4221
Cameroon,2017,24393182,6339,0.000259868,0.2598677,1.4993,4228
Cameroon,2018,25076752,6378,0.000254339,0.25433916,1.5229,4188
Cameroon,2019,25782342,6327,0.000245401,0.2454005,1.5,4218
Cameroon,2020,26491090,6348,0.000239628,0.23962774,1.4947,4247
Canada,1961,18273690,95127,0.005205681,5.205681,1.7044,55812
Canada,1962,18622354,92091,0.004945186,4.945186,1.7364,53036
Canada,1963,18971014,91237,0.004809284,4.809284,1.9779999,46127
Canada,1964,19326326,69587,0.003600633,3.6006325,2.0154998,34526
Canada,1965,19688808,76602,0.003890637,3.8906368,2.024,37847
Canada,1966,20055242,106223,0.00529652,5.2965204,2.016,52689
Canada,1967,20408046,96658,0.004736269,4.7362694,1.6967,56968
Canada,1968,20731928,99249,0.004787254,4.7872537,1.8183999,54580
Canada,1969,21033938,112248,0.005336518,5.3365184,2.0894,53722
Canada,1970,21434580,100635,0.004694983,4.6949834,2.2979999,43792
Canada,1971,21888686,102040,0.004661769,4.661769,2.5851,39472
Canada,1972,22222228,84747,0.003813614,3.813614,2.0276,41797
Canada,1973,22502026,116715,0.005186867,5.1868665,2.3862,48912
Canada,1974,22812430,116476,0.005105813,5.105813,2.324,50118
Canada,1975,23136250,106053,0.004583846,4.583846,2.5486999,41610
Canada,1976,23442118,81497,0.00347652,3.4765203,2.1780999,37417
Canada,1977,23715310,104273,0.004396864,4.396864,2.3713999,43971
Canada,1978,23962686,115614,0.004824751,4.824751,2.3827,48522
Canada,1979,24219116,78851,0.003255734,3.255734,2.169,36354
Canada,1980,24511512,107868,0.004400708,4.400708,2.3251998,46390
Canada,1981,24815780,112369,0.004528127,4.5281267,2.3729,47356
Canada,1982,25101514,70205,0.002796843,2.7968432,2.2526,31166
Canada,1983,25360732,111715,0.004405038,4.4050384,2.3688998,47159
Canada,1984,25602080,89400,0.003491904,3.491904,2.1994998,40645
Canada,1985,25843920,96672,0.003740609,3.740609,2.4233,39893
Canada,1986,26116076,67515,0.002585189,2.5851892,2.1571999,31298
Canada,1987,26436886,61388,0.002322059,2.3220587,2.0781,29540
Canada,1988,26815068,58341,0.00217568,2.1756797,2.0024,29136
Canada,1989,27244408,75573,0.00277389,2.7738903,2.4696999,30600
Canada,1990,27657206,63057,0.002279948,2.2799482,2.149,29342
Canada,1991,28015762,78704,0.002809276,2.8092756,2.5911999,30374
Canada,1992,28347644,65640,0.002315536,2.3155364,2.4629,26651
Canada,1993,28668168,77476,0.00270251,2.7025095,2.462,31469
Canada,1994,28981190,70140,0.002420191,2.4201905,2.6894,26080
Canada,1995,29289430,74219,0.002533986,2.5339858,2.7598,26893
Canada,1996,29593856,70151,0.002370458,2.3704583,2.7294998,25701
Canada,1997,29882752,76204,0.0025501,2.5500997,2.7110999,28108
Canada,1998,30144816,73178,0.002427548,2.4275484,2.6450999,27666
Canada,1999,30399776,70215,0.002309721,2.309721,2.779,25266
Canada,2000,30683316,53010,0.001727649,1.727649,2.2273,23800
Canada,2001,31002768,58606,0.001890347,1.8903473,2.4703,23724
Canada,2002,31322400,54550,0.001741565,1.7415652,2.8803,18939
Canada,2003,31619456,46338,0.00146549,1.4654901,2.8971999,15994
Canada,2004,31911670,42430,0.001329608,1.3296077,2.7024999,15700
Canada,2005,32215914,43000,0.001334744,1.334744,2.6875,16000
Canada,2006,32531864,43185,0.001327468,1.3274677,2.7145,15909
Canada,2007,32862458,44000,0.001338914,1.3389138,2.6667,16500
Canada,2008,33218542,39234,0.001181087,1.1810873,2.7222998,14412
Canada,2009,33593920,37303,0.001110409,1.1104093,2.7503998,13563
Canada,2010,33963416,34904,0.001027694,1.0276941,2.7433999,12723
Canada,2011,34323536,32780,0.00095503,0.9550298,2.7514,11914
Canada,2012,34691876,30723,0.000885596,0.8855964,2.7596,11133
Canada,2013,35063696,28620,0.000816229,0.81622886,2.7675998,10341
Canada,2014,35404616,27744,0.000783627,0.78362663,2.8207,9836
Canada,2015,35732120,27525,0.000770315,0.77031535,2.8711,9587
Canada,2016,36113532,27963,0.000774308,0.7743081,2.8186,9921
Canada,2017,36554344,27744,0.00075898,0.7589796,2.8362,9782
Canada,2018,37035260,27744,0.000749124,0.7491239,2.8416998,9763
Canada,2019,37522584,27817,0.00074134,0.7413402,2.8321,9822
Canada,2020,37888704,27768,0.000732883,0.73288335,2.8367,9789
Caribbean (FAO),1961,18097000,92322,,,1.0763,85774
Caribbean (FAO),1962,18506000,91515,,,0.8063,113493
Caribbean (FAO),1963,18928000,96557,,,0.889,108608
Caribbean (FAO),1964,19353000,89285,,,0.9131,97784
Caribbean (FAO),1965,19772000,72415,,,0.821,88202
Caribbean (FAO),1966,20184000,81453,,,0.95339996,85436
Caribbean (FAO),1967,20592000,73337,,,0.8578,85490
Caribbean (FAO),1968,20992000,69641,,,0.8459,82329
Caribbean (FAO),1969,21398000,62791,,,0.8443,74367
Caribbean (FAO),1970,21805000,58627,,,0.7762,75530
Caribbean (FAO),1971,22221000,51283,,,0.7333,69933
Caribbean (FAO),1972,22640000,70416,,,0.6507,108217
Caribbean (FAO),1973,23059000,91112,,,0.8556,106492
Caribbean (FAO),1974,23468000,82939,,,0.8005,103605
Caribbean (FAO),1975,23863000,80312,,,0.8499,94498
Caribbean (FAO),1976,24245000,100620,,,1.0244,98221
Caribbean (FAO),1977,24611000,81374,,,0.8534,95355
Caribbean (FAO),1978,24972000,98188,,,1.0034,97855
Caribbean (FAO),1979,25331000,79980,,,0.88369995,90507
Caribbean (FAO),1980,25698000,48260,,,0.5632,85685
Caribbean (FAO),1981,26077000,97879,,,0.9668,101236
Caribbean (FAO),1982,26460000,81830,,,0.7633,107204
Caribbean (FAO),1983,26854000,66157,,,0.67329997,98261
Caribbean (FAO),1984,27254000,76169,,,0.85389996,89200
Caribbean (FAO),1985,27660000,78525,,,0.83709997,93803
Caribbean (FAO),1986,28076000,74941,,,0.8175,91673
Caribbean (FAO),1987,28496000,70761,,,0.88019997,80390
Caribbean (FAO),1988,28923000,70662,,,0.94159997,75046
Caribbean (FAO),1989,29346000,74528,,,0.9806,75999
Caribbean (FAO),1990,29762000,58647,,,0.8401,69808
Caribbean (FAO),1991,30172000,56713,,,0.82909995,68404
Caribbean (FAO),1992,30575000,47627,,,0.6946,68567
Caribbean (FAO),1993,30973000,41664,,,0.68299997,61000
Caribbean (FAO),1994,31359000,33423,,,0.6192,53977
Caribbean (FAO),1995,31739000,48574,,,0.8183,59362
Caribbean (FAO),1996,32112000,58113,,,0.92399997,62895
Caribbean (FAO),1997,32474000,60286,,,0.88449997,68156
Caribbean (FAO),1998,32829000,83041,,,1.0142,81882
Caribbean (FAO),1999,33182000,50181,,,0.8307,60410
Caribbean (FAO),2000,33535000,38189,,,0.77639997,49187
Caribbean (FAO),2001,33886000,38873,,,0.84349996,46086
Caribbean (FAO),2002,34238000,41705,,,1.0538,39574
Caribbean (FAO),2003,34584000,35816,,,1.201,29822
Caribbean (FAO),2004,34919000,42851,,,1.1937,35897
Caribbean (FAO),2005,35244000,38850,,,1.2893,30133
Caribbean (FAO),2006,35552000,42337,,,1.1814,35836
Caribbean (FAO),2007,35847000,41578,,,1.2038,34538
Caribbean (FAO),2008,36133000,33274,,,1.0309,32277
Caribbean (FAO),2009,36419000,39718,,,1.1473,34618
Caribbean (FAO),2010,36241000,31226,,,0.9069,34433
Caribbean (FAO),2011,36555000,32900,,,1.4591,22548
Caribbean (FAO),2012,36877000,31184,,,1.3005999,23977
Caribbean (FAO),2013,37204000,35764,,,1.7382,20575
Caribbean (FAO),2014,37525000,31496,,,1.7062999,18459
Caribbean (FAO),2015,37837000,39910,,,1.3848,28820
Caribbean (FAO),2016,38138000,31032,,,1.3822,22451
Caribbean (FAO),2017,38427000,43853,,,1.6106,27228
Caribbean (FAO),2018,38709000,41297,,,1.5645,26396
Caribbean (FAO),2019,38982000,36564,,,1.6344999,22370
Caribbean (FAO),2020,,40719,,,1.5979999,25482
Central African Republic,1961,1710369,450,0.000263101,0.26310113,0.4091,1100
Central African Republic,1962,1742507,400,0.000229554,0.22955431,0.39999998,1000
Central African Republic,1963,1776221,400,0.000225197,0.2251972,0.39999998,1000
Central African Republic,1964,1811700,470,0.000259425,0.25942485,0.3917,1200
Central African Republic,1965,1849177,700,0.000378547,0.37854677,0.4667,1500
Central African Republic,1966,1888853,765,0.000405008,0.40500768,1.0451,732
Central African Republic,1967,1930870,873,0.000452128,0.4521278,0.75909996,1150
Central African Republic,1968,1975257,816,0.000413111,0.4131108,0.4901,1665
Central African Republic,1969,2021521,973,0.000481321,0.48132075,0.6081,1600
Central African Republic,1970,2067364,1029,0.000497735,0.4977353,0.64309996,1600
Central African Republic,1971,2111231,1081,0.000512024,0.5120236,0.7716,1401
Central African Republic,1972,2153622,1117,0.000518661,0.5186611,0.764,1462
Central African Republic,1973,2195908,1372,0.000624799,0.6247985,0.8443,1625
Central African Republic,1974,2239318,1603,0.000715843,0.71584294,0.8293,1933
Central African Republic,1975,2283931,1876,0.000821391,0.82139083,0.7685,2441
Central African Republic,1976,2318356,2442,0.001053333,1.0533326,0.9641,2533
Central African Republic,1977,2342055,2753,0.001175463,1.1754634,1.0373,2654
Central African Republic,1978,2365961,1972,0.000833488,0.83348795,0.77489996,2545
Central African Republic,1979,2390331,1799,0.000752615,0.75261545,0.891,2019
Central African Republic,1980,2415284,1189,0.000492282,0.49228163,0.97459996,1220
Central African Republic,1981,2441014,1000,0.000409666,0.4096658,0.8333,1200
Central African Republic,1982,2467639,1200,0.000486295,0.4862948,0.9231,1300
Central African Republic,1983,2495102,700,0.00028055,0.28054966,1.1076,632
Central African Republic,1984,2523549,753,0.000298389,0.2983893,1.0666,706
Central African Republic,1985,2553074,1098,0.00043007,0.43006978,1.3725,800
Central African Republic,1986,2583635,1076,0.000416468,0.4164675,1.1955999,900
Central African Republic,1987,2615596,624,0.000238569,0.23856896,0.944,661
Central African Republic,1988,2657237,553,0.000208111,0.20811091,1.2127,456
Central African Republic,1989,2724112,431,0.000158217,0.1582167,0.77239996,558
Central African Republic,1990,2809223,501,0.000178341,0.17834113,0.8016,625
Central African Republic,1991,2898059,600,0.000207035,0.20703512,0.95239997,630
Central African Republic,1992,2991733,700,0.000233978,0.2339781,0.93329996,750
Central African Republic,1993,3089148,500,0.000161857,0.16185692,0.8333,600
Central African Republic,1994,3187851,650,0.000203899,0.20389912,0.7927,820
Central African Republic,1995,3276707,650,0.00019837,0.19836989,0.8095,803
Central African Republic,1996,3363576,500,0.000148651,0.14865132,0.7143,700
Central African Republic,1997,3458477,498,0.000143994,0.14399402,0.788,632
Central African Republic,1998,3555074,525,0.000147676,0.14767626,0.7955,660
Central African Republic,1999,3655366,570,0.000155935,0.15593514,0.76,750
Central African Republic,2000,3759174,652,0.000173442,0.17344236,0.8693,750
Central African Republic,2001,3844780,600,0.000156056,0.15605574,1,600
Central African Republic,2002,3930654,475,0.000120845,0.12084503,0.95,500
Central African Republic,2003,4026853,520,0.000129133,0.1291331,0.8624,603
Central African Republic,2004,4115146,475,0.000115427,0.115427254,0.8652,549
Central African Republic,2005,4208845,480,0.000114046,0.11404554,0.8664,554
Central African Republic,2006,4294352,503,0.000117131,0.11713059,0.8702,578
Central African Republic,2007,4375582,521,0.00011907,0.119069875,0.87119997,598
Central African Republic,2008,4467237,524,0.000117298,0.117298456,0.87189996,601
Central African Republic,2009,4564544,522,0.00011436,0.114359726,0.87439996,597
Central African Republic,2010,4660066,520,0.000111586,0.1115864,0.8754,594
Central African Republic,2011,4732037,518,0.000109467,0.1094666,0.87799996,590
Central African Republic,2012,4773306,516,0.000108101,0.10810118,0.87899995,587
Central African Republic,2013,4802437,514,0.000107029,0.107028995,0.88159996,583
Central African Republic,2014,4798739,501,0.000104402,0.104402425,0.8789,570
Central African Republic,2015,4819341,501,0.000103956,0.103956125,0.8713,575
Central African Republic,2016,4904182,495,0.000100934,0.10093427,0.87149996,568
Central African Republic,2017,4996741,496,9.92647E-05,0.099264704,0.8763,566
Central African Republic,2018,5094795,497,9.75505E-05,0.09755054,0.875,568
Central African Republic,2019,5209329,495,9.50218E-05,0.09502184,0.8761,565
Central African Republic,2020,5343024,493,9.22698E-05,0.092269845,0.8757,563
Central America (FAO),1961,53597000,76026,,,1.2256,62030
Central America (FAO),1962,55314000,77648,,,1.2501999,62109
Central America (FAO),1963,57079000,79510,,,1.2463,63796
Central America (FAO),1964,58888000,79398,,,1.2422,63916
Central America (FAO),1965,60743000,70843,,,1.3218,53595
Central America (FAO),1966,62637000,69775,,,1.3112999,53212
Central America (FAO),1967,64570000,59176,,,1.3170999,44929
Central America (FAO),1968,66552000,62418,,,1.319,47322
Central America (FAO),1969,68593000,83144,,,1.5583,53355
Central America (FAO),1970,70701000,84469,,,1.5172,55675
Central America (FAO),1971,72872000,94933,,,1.4949,63503
Central America (FAO),1972,75102000,80290,,,1.5215,52771
Central America (FAO),1973,77376000,79529,,,1.5417,51586
Central America (FAO),1974,79673000,93942,,,1.6348,57463
Central America (FAO),1975,81979000,91765,,,1.6360999,56088
Central America (FAO),1976,84294000,91664,,,1.6166999,56698
Central America (FAO),1977,86614000,80681,,,1.3917999,57967
Central America (FAO),1978,88917000,96128,,,1.5325999,62723
Central America (FAO),1979,91177000,101630,,,1.4977,67858
Central America (FAO),1980,93383000,122040,,,1.8996999,64242
Central America (FAO),1981,95523000,83663,,,1.4236,58770
Central America (FAO),1982,97604000,98268,,,1.531,64184
Central America (FAO),1983,99658000,79971,,,1.3757,58133
Central America (FAO),1984,101722000,67263,,,1.3471,49932
Central America (FAO),1985,103828000,69810,,,1.3577,51417
Central America (FAO),1986,105975000,82161,,,1.3893,59139
Central America (FAO),1987,108162000,71948,,,1.4406999,49939
Central America (FAO),1988,110406000,84047,,,1.5646,53717
Central America (FAO),1989,112716000,73188,,,1.6256,45021
Central America (FAO),1990,115107000,55964,,,1.3245,42253
Central America (FAO),1991,117579000,49785,,,1.4672999,33929
Central America (FAO),1992,120126000,50485,,,1.4778,34163
Central America (FAO),1993,122710000,96463,,,1.8426,52351
Central America (FAO),1994,125287000,88776,,,1.9621999,45244
Central America (FAO),1995,127818000,50030,,,1.3068,38284
Central America (FAO),1996,130299000,71225,,,1.7050999,41772
Central America (FAO),1997,132725000,63369,,,1.5559,40727
Central America (FAO),1998,135091000,79668,,,1.448,55020
Central America (FAO),1999,137384000,75551,,,1.6075,46999
Central America (FAO),2000,139598000,73345,,,1.6301,44993
Central America (FAO),2001,141720000,68921,,,1.5856,43468
Central America (FAO),2002,143767000,51731,,,1.8368,28163
Central America (FAO),2003,145764000,51566,,,1.8649,27651
Central America (FAO),2004,147762000,50205,,,1.8546,27070
Central America (FAO),2005,149796000,44959,,,1.8922,23760
Central America (FAO),2006,151871000,50577,,,1.898,26647
Central America (FAO),2007,153985000,44452,,,1.7552999,25324
Central America (FAO),2008,156138000,46646,,,1.8915999,24659
Central America (FAO),2009,158326000,48819,,,2.0332,24011
Central America (FAO),2010,157590000,46997,,,1.9060999,24656
Central America (FAO),2011,159908000,51255,,,1.9557999,26207
Central America (FAO),2012,162204000,55786,,,1.8773999,29714
Central America (FAO),2013,164473000,56921,,,1.8592999,30615
Central America (FAO),2014,166721000,59186,,,1.9233999,30771
Central America (FAO),2015,168948000,58438,,,1.9437,30066
Central America (FAO),2016,171151000,61050,,,2.0384,29950
Central America (FAO),2017,173327000,63593,,,2.0275,31365
Central America (FAO),2018,175473000,61477,,,2.0279,30316
Central America (FAO),2019,177587000,62445,,,2.0723999,30132
Central America (FAO),2020,,62464,,,1.9821999,31513
Central Asia (FAO),1992,51485000,67540,,,1.7402999,38810
Central Asia (FAO),1993,52069000,75200,,,1.8021,41730
Central Asia (FAO),1994,52591000,62273,,,1.7028999,36568
Central Asia (FAO),1995,53065000,44317,,,1.9542999,22677
Central Asia (FAO),1996,53496000,36582,,,1.706,21443
Central Asia (FAO),1997,53888000,68336,,,2.4824,27528
Central Asia (FAO),1998,54261000,83837,,,2.5474,32911
Central Asia (FAO),1999,54641000,72788,,,2.2299,32642
Central Asia (FAO),2000,55047000,85579,,,2.2075,38767
Central Asia (FAO),2001,55487000,69237,,,2.1078,32848
Central Asia (FAO),2002,55964000,40265,,,1.7710999,22735
Central Asia (FAO),2003,56489000,39234,,,1.9427999,20195
Central Asia (FAO),2004,57066000,47973,,,2.0015,23969
Central Asia (FAO),2005,57704000,43755,,,1.8181,24066
Central Asia (FAO),2006,58407000,40022,,,1.772,22586
Central Asia (FAO),2007,59168000,41375,,,1.9966999,20722
Central Asia (FAO),2008,59981000,37087,,,1.9714999,18812
Central Asia (FAO),2009,60828000,35211,,,1.9488,18068
Central Asia (FAO),2010,62804000,27064,,,1.7845999,15165
Central Asia (FAO),2011,63858000,25387,,,1.6904,15018
Central Asia (FAO),2012,64966000,23003,,,1.599,14386
Central Asia (FAO),2013,66116000,28476,,,2.0279,14042
Central Asia (FAO),2014,67293000,24949,,,2.1385999,11666
Central Asia (FAO),2015,68480000,13322,,,1.8176999,7329
Central Asia (FAO),2016,69673000,10575,,,1.9172,5516
Central Asia (FAO),2017,70868000,11714,,,1.9022,6158
Central Asia (FAO),2018,72052000,12316,,,2.3499,5241
Central Asia (FAO),2019,73212000,11762,,,2.4591,4783
Central Asia (FAO),2020,,11125,,,2.3899,4655
Chad,1970,3667400,16,4.36276E-06,0.004362764,1.3333,12
Chad,1971,3742543,93,2.48494E-05,0.024849414,1.3285999,70
Chad,1972,3824404,222,5.80483E-05,0.05804826,1.5745,141
